id,category,year,rating,genre,certification,movies,degree
X-Men Origins: Wolverine,movie,2009,6.5,"Action, Sci-Fi",PG-13,,3
Mars Attacks!,movie,1996,6.4,"Comedy, Sci-Fi",PG-13,,3
Shannen Doherty,actor,,,,,1,2
Kevin Hart,actor,,,,,1,2
Steven Mackintosh,actor,,,,,1,2
Jae Head,actor,,,,,1,2
Prabhleen Sandhu,actor,,,,,1,2
Shark Tale,movie,2004,6.0,"Animation, Adventure, Comedy",PG,,3
The King's Speech,movie,2010,8.0,"Biography, Drama, History",R,,3
James Badge Dale,actor,,,,,2,2
Katherine Helmond,actor,,,,,1,2
National Lampoon's Van Wilder,movie,2002,6.4,"Comedy, Romance",R,,3
Reece Thompson,actor,,,,,1,2
Forsaken,movie,2015,6.4,"Action, Drama, Western",R,,3
Paul Perri,actor,,,,,1,2
Things Heard & Seen,movie,2021,5.3,"Drama, Horror, Mystery",TV-MA,,3
Jeff Daniels,actor,,,,,6,2
Miko Hughes,actor,,,,,1,2
Dave Bautista,actor,,,,,1,2
Ari Graynor,actor,,,,,1,2
Brit Marling,actor,,,,,1,2
Corey Burton,actor,,,,,1,2
Radha Mitchell,actor,,,,,2,2
Matthew Douglas,actor,,,,,1,2
Mimi Rogers,actor,,,,,1,2
Anthony Hopkins,actor,,,,,12,2
Carnal Knowledge,movie,1971,6.9,"Comedy, Drama",R,,3
True Romance,movie,1993,7.9,"Crime, Drama, Romance",R,,3
Pyotr Mamonov,actor,,,,,1,2
Michael McGlone,actor,,,,,1,2
Deborah Kara Unger,actor,,,,,1,2
Hugh Bonneville,actor,,,,,1,2
Tammy Blanchard,actor,,,,,1,2
James Ransone,actor,,,,,1,2
The Hunchback of Notre Dame,movie,1996,7.0,"Animation, Drama, Family",G,,3
Obsession,movie,1976,6.7,"Drama, Mystery, Thriller",PG,,3
Snow White and the Huntsman,movie,2012,6.1,"Action, Adventure, Drama",PG-13,,3
Ken Jeong,actor,,,,,1,2
The Huntsman: Winter's War,movie,2016,6.1,"Action, Adventure, Drama",PG-13,,3
Fever Pitch,movie,2005,6.2,"Comedy, Drama, Romance",PG-13,,3
Anne Hathaway,actor,,,,,10,2
Reese Witherspoon,actor,,,,,9,2
Gene Bervoets,actor,,,,,1,2
"Hail, Caesar!",movie,2016,6.3,"Comedy, Drama, Mystery",PG-13,,3
Ray Walston,actor,,,,,1,2
Jack Nicholson,actor,,,,,30,1
Dave Chappelle,actor,,,,,1,2
The 'Burbs,movie,1989,6.8,"Comedy, Mystery, Thriller",PG,,3
Margaret Whitton,actor,,,,,2,2
Gangster Squad,movie,2013,6.7,"Action, Crime, Drama",R,,3
Snoop Dogg,actor,,,,,1,2
Triple Frontier,movie,2019,6.5,"Action, Thriller",R,,3
Diner,movie,1982,7.1,"Comedy, Drama",R,,1
Julie Kavner,actor,,,,,1,2
Gary Lewis,actor,,,,,2,2
Luke Evans,actor,,,,,1,2
The Goonies,movie,1985,7.7,"Adventure, Comedy, Family",PG,,3
Mission: Impossible - Rogue Nation,movie,2015,7.4,"Action, Adventure, Thriller",PG-13,,3
Jerry and Marge Go Large,movie,2022,6.9,"Biography, Comedy, Drama",PG-13,,3
Jack Kehler,actor,,,,,1,2
Robert Romanus,actor,,,,,1,2
Stormbreaker,movie,2006,5.1,"Action, Adventure, Family",PG,,3
Blame It on Rio,movie,1984,5.8,"Comedy, Romance",R,,3
Octavia Spencer,actor,,,,,1,2
Smokin' Aces,movie,2006,6.6,"Action, Comedy, Crime",R,,3
Heathers,movie,1988,7.2,"Comedy, Crime",R,,3
The Intruder,movie,2019,5.6,"Horror, Thriller",PG-13,,3
Maureen Stapleton,actor,,,,,2,2
Elizabeth Hurley,actor,,,,,1,2
Glenn Close,actor,,,,,5,2
Heartburn,movie,1986,6.1,"Comedy, Drama",R,,3
Martin Lawrence,actor,,,,,5,2
Denise Richards,actor,,,,,7,1
Jim Carrey,actor,,,,,4,2
Grudge Match,movie,2013,6.4,"Comedy, Drama, Sport",PG-13,,3
Robert De Niro,actor,,,,,71,1
Joy,movie,2015,6.6,"Biography, Drama",PG-13,,3
House at the End of the Street,movie,2012,5.5,"Drama, Horror, Thriller",PG-13,,3
Terence Bayler,actor,,,,,1,2
Holly Hunter,actor,,,,,2,2
Jennifer Jason Leigh,actor,,,,,3,2
Erik Per Sullivan,actor,,,,,1,2
Jenna Fischer,actor,,,,,1,2
The Big Lebowski,movie,1998,8.1,"Comedy, Crime",R,,3
Timothy Bottoms,actor,,,,,1,2
The Glass House,movie,2001,5.8,"Crime, Drama, Mystery",PG-13,,3
Damon Wayans,actor,,,,,2,2
Marcello Mastroianni,actor,,,,,1,2
Leaving Las Vegas,movie,1995,7.5,"Drama, Romance",R,,3
Chazz Palminteri,actor,,,,,4,2
Jean-Pierre Cassel,actor,,,,,1,2
Forest Whitaker,actor,,,,,4,2
Sverre Anker Ousdal,actor,,,,,1,2
Ricochet,movie,1991,6.2,"Action, Crime, Drama",R,,3
Kathryn Prescott,actor,,,,,1,2
Gay DeForest,actor,,,,,1,2
The Ant Bully,movie,2006,5.8,"Animation, Adventure, Comedy",PG,,3
Adventureland,movie,2009,6.8,"Comedy, Drama, Romance",R,,3
Adam Devine,actor,,,,,1,2
Ruth Hussey,actor,,,,,1,2
Mickey Rooney,actor,,,,,1,2
Sophie's Choice,movie,1982,7.5,"Drama, Romance",R,,3
Mackenzie Davis,actor,,,,,1,2
Sharlto Copley,actor,,,,,2,2
Deadpool 2,movie,2018,7.6,"Action, Adventure, Comedy",R,,3
TRON: Legacy,movie,2010,6.8,"Action, Adventure, Sci-Fi",PG,,3
Steve Jobs,movie,2015,7.2,"Biography, Drama",R,,3
Joseph Bologna,actor,,,,,1,2
Woman in Gold,movie,2015,7.3,"Biography, Drama, History",PG-13,,3
Bob Gunton,actor,,,,,1,2
Geneviève Bujold,actor,,,,,1,2
Young Guns,movie,1988,6.8,"Action, Drama, Western",R,,3
Joan Cusack,actor,,,,,7,2
Little Buddha,movie,1993,6.1,Drama,PG,,3
Jane Kaczmarek,actor,,,,,1,2
Walter Raney,actor,,,,,1,2
Clint Eastwood,actor,,,,,4,2
Journey to the Center of the Earth,movie,2008,5.8,"Action, Adventure, Family",PG,,3
When a Man Loves a Woman,movie,1994,6.5,"Drama, Romance",R,,3
Joyce Van Patten,actor,,,,,1,2
Matthew Broderick,actor,,,,,4,2
Dean-Charles Chapman,actor,,,,,1,2
Vanessa Lengies,actor,,,,,1,2
The Pledge,movie,2001,6.8,"Crime, Drama, Mystery",R,,3
Mirror Mirror,movie,2012,5.6,"Adventure, Comedy, Drama",PG,,3
Don Rickles,actor,,,,,1,2
Into the Woods,movie,2014,5.9,"Adventure, Comedy, Drama",PG,,3
Bob Hoskins,actor,,,,,14,1
Barton Fink,movie,1991,7.6,"Comedy, Drama, Thriller",R,,3
Peter Firth,actor,,,,,1,2
Oliver Platt,actor,,,,,6,2
Robin Givens,actor,,,,,2,2
Macaulay Culkin,actor,,,,,2,2
Cecil Parker,actor,,,,,1,2
Rita Karin,actor,,,,,1,2
Kyle Secor,actor,,,,,1,2
Patrick Fugit,actor,,,,,1,2
June Diane Raphael,actor,,,,,1,2
Sean Penn,actor,,,,,31,1
Conviction,movie,2010,7.2,"Biography, Crime, Drama",R,,3
Tom Sizemore,actor,,,,,1,2
Airheads,movie,1994,6.2,"Comedy, Crime, Music",PG-13,,3
Angela Bassett,actor,,,,,2,2
Lindsay Lohan,actor,,,,,1,2
The Boss Baby: Family Business,movie,2021,5.9,"Animation, Adventure, Comedy",PG,,3
Splash,movie,1984,6.3,"Comedy, Fantasy, Romance",PG,,3
The Birdcage,movie,1996,7.2,Comedy,R,,3
Ving Rhames,actor,,,,,7,2
Kathleen Harrison,actor,,,,,1,2
Janeane Garofalo,actor,,,,,1,2
Frances Conroy,actor,,,,,2,2
Ming-Na Wen,actor,,,,,1,2
Gil Birmingham,actor,,,,,1,2
Stacy Keach,actor,,,,,2,2
Kat Dennings,actor,,,,,1,2
Clancy Brown,actor,,,,,1,2
James Woods,actor,,,,,6,2
Jim Belushi,actor,,,,,2,2
Death Sentence,movie,2007,6.7,"Action, Crime, Drama",R,,1
Michael Fassbender,actor,,,,,22,1
Elaine Stritch,actor,,,,,1,2
Mission: Impossible - Dead Reckoning Part One,movie,2023,7.9,"Action, Adventure, Thriller",PG-13,,3
Charles Grodin,actor,,,,,3,2
Odessa Rae,actor,,,,,1,2
Piper Perabo,actor,,,,,1,2
Suffragette,movie,2015,6.9,"Drama, History",PG-13,,3
William H. Macy,actor,,,,,3,2
Randy Quaid,actor,,,,,4,2
Mary-Kate Olsen,actor,,,,,1,2
Bea Guard,actor,,,,,1,2
The Reluctant Fundamentalist,movie,2012,6.8,"Drama, Thriller",R,,3
David Alan Grier,actor,,,,,5,1
Tobey Maguire,actor,,,,,3,2
John Corbett,actor,,,,,1,2
Harley Davidson and the Marlboro Man,movie,1991,6.1,"Action, Crime, Drama",R,,3
Rose McGowan,actor,,,,,1,2
Kate Capshaw,actor,,,,,2,2
Fun with Dick and Jane,movie,2005,6.2,"Comedy, Crime",PG-13,,3
John Cusack,actor,,,,,7,2
Madea's Witness Protection,movie,2012,4.9,"Comedy, Crime, Drama",PG-13,,3
Dorian Gray,movie,2009,6.2,"Drama, Fantasy, Mystery",R,,3
The Hunger Games: Catching Fire,movie,2013,7.5,"Action, Adventure, Sci-Fi",PG-13,,3
Steel Magnolias,movie,1989,7.3,"Comedy, Drama, Romance",PG,,3
My Bodyguard,movie,1980,7.1,"Comedy, Drama, Family",PG,,3
The Last Unicorn,movie,1982,7.3,"Animation, Adventure, Drama",G,,3
Trey Wilson,actor,,,,,2,2
Brittany Murphy,actor,,,,,1,2
Frost/Nixon,movie,2008,7.7,"Biography, Drama, History",R,,1
Sahajak Boonthanakit,actor,,,,,1,1
Sammy Davis Jr.,actor,,,,,1,2
Inferno,movie,2016,6.2,"Action, Adventure, Crime",PG-13,,3
Rory O'Shea Was Here,movie,2004,7.7,"Comedy, Drama",R,,3
Mohamed Akhzam,actor,,,,,1,2
Mia Wasikowska,actor,,,,,1,2
Alison Pill,actor,,,,,1,2
The Mirror Has Two Faces,movie,1996,6.6,"Comedy, Drama, Romance",PG-13,,3
Jim Varney,actor,,,,,1,2
Andra Day,actor,,,,,1,2
Edward G. Robinson,actor,,,,,1,2
Josh Hartnett,actor,,,,,1,2
Fast Times at Ridgemont High,movie,1982,7.1,"Comedy, Drama",R,,3
To End All Wars,movie,2001,7.0,"Action, Drama, War",R,,3
Blade: Trinity,movie,2004,5.8,"Action, Horror, Sci-Fi",R,,3
Matt O'Leary,actor,,,,,1,2
The Last Picture Show,movie,1971,8.0,"Drama, Romance",R,,3
Mike Judge,actor,,,,,1,2
The Big Short,movie,2015,7.8,"Biography, Comedy, Drama",R,,3
We're No Angels,movie,1989,6.1,"Comedy, Crime",PG-13,,3
Ed Harris,actor,,,,,6,2
Just Friends,movie,2005,6.2,"Comedy, Romance",PG-13,,3
Geraldine Muir,actor,,,,,1,2
A Prairie Home Companion,movie,2006,6.7,"Comedy, Drama, Music",PG-13,,3
Elisabeth Moss,actor,,,,,1,2
Factotum,movie,2005,6.6,"Comedy, Drama, Romance",R,,3
Zazie Beetz,actor,,,,,1,2
Damien Bonnard,actor,,,,,1,2
Chelsea Field,actor,,,,,1,2
Frankie Avalon,actor,,,,,1,2
Jet Li,actor,,,,,5,2
The Hunt for Red October,movie,1990,7.5,"Action, Adventure, Thriller",PG,,3
Michael J. Fox,actor,,,,,1,2
Sylvester Stallone,actor,,,,,4,2
Indecent Proposal,movie,1993,6.0,"Drama, Romance",R,,3
Sam Shepard,actor,,,,,4,2
Jenny Runacre,actor,,,,,1,2
Hurlyburly,movie,1998,5.8,"Comedy, Drama",R,,3
James Rebhorn,actor,,,,,3,2
Alexander Siddig,actor,,,,,1,2
Dark Waters,movie,2019,7.6,"Biography, Drama, History",PG-13,,3
Chris Kattan,actor,,,,,1,2
The Fisher King,movie,1991,7.5,"Comedy, Drama, Fantasy",R,,3
Innerspace,movie,1987,6.8,"Action, Adventure, Comedy",PG,,3
Unleashed,movie,2005,7.0,"Action, Crime, Thriller",R,,3
John Doe,actor,,,,,1,2
Wolf,movie,2021,5.1,"Drama, Mystery, Thriller",R,,3
Police Academy,movie,1984,6.7,Comedy,R,,3
Elizabeth Perkins,actor,,,,,4,2
Emma Watson,actor,,,,,1,2
Jürgen Prochnow,actor,,,,,1,2
Joseph Friend,actor,,,,,1,2
Parker Posey,actor,,,,,3,2
Sabrina Carpenter,actor,,,,,1,2
Michael Berryman,actor,,,,,1,2
Tully,movie,2018,6.9,"Comedy, Drama, Mystery",R,,3
Graham Beckel,actor,,,,,1,2
Tron,movie,1982,6.7,"Action, Adventure, Sci-Fi",PG,,3
Tim Matheson,actor,,,,,1,2
Jon Voight,actor,,,,,2,2
Kodi Smit-McPhee,actor,,,,,2,2
Katie Crown,actor,,,,,1,2
Zoë Kravitz,actor,,,,,2,2
Lorna Raver,actor,,,,,1,2
Love Is Strange,movie,2014,6.7,"Drama, Romance",R,,3
Emmy Rossum,actor,,,,,6,1
Cold Creek Manor,movie,2003,5.0,"Drama, Mystery, Thriller",R,,3
Liza Minnelli,actor,,,,,1,2
In America,movie,2002,7.7,Drama,PG-13,,3
David Forrester,actor,,,,,1,2
Ransom,movie,1996,6.7,"Action, Crime, Thriller",R,,3
James Frain,actor,,,,,1,2
Joseph Mazzello,actor,,,,,3,1
Rahul Patel,actor,,,,,1,1
Ice-T,actor,,,,,2,2
Bhumi Pednekar,actor,,,,,2,2
King Kong,movie,1976,5.9,"Adventure, Horror",PG,,3
Toy Story 2,movie,1999,7.9,"Animation, Adventure, Comedy",G,,3
Yvonne Landry,actor,,,,,1,2
Easy Virtue,movie,2008,6.6,"Comedy, Romance",PG-13,,3
The Good Shepherd,movie,2006,6.7,"Drama, History, Thriller",R,,3
Amanda Bynes,actor,,,,,2,2
Salma Hayek,actor,,,,,3,2
Blow Out,movie,1981,7.4,"Crime, Drama, Mystery",R,,3
The Emperor's Club,movie,2002,6.9,Drama,PG-13,,3
Elvis,movie,2022,7.3,"Biography, Drama, Music",PG-13,,3
Scream 2,movie,1997,6.3,"Horror, Mystery",R,,3
Steven Bauer,actor,,,,,2,2
Blaze Berdahl,actor,,,,,1,2
Brad's Status,movie,2017,6.5,"Comedy, Drama, Music",R,,3
Chris Makepeace,actor,,,,,1,2
At Close Range,movie,1986,6.9,"Crime, Drama",R,,3
Michelle Johnson,actor,,,,,1,2
Elizabeth Lawrence,actor,,,,,1,2
Fat City,movie,1972,7.3,"Drama, Sport",PG,,3
Andy Samberg,actor,,,,,1,2
Natalie Martinez,actor,,,,,1,2
Don Cheadle,actor,,,,,5,2
Walter Abel,actor,,,,,1,2
Dennis Hopper,actor,,,,,3,2
Jenny Wright,actor,,,,,1,2
Joel Marsh Garland,actor,,,,,1,2
Karen Black,actor,,,,,1,2
All the King's Men,movie,2006,6.1,"Drama, Thriller",PG-13,,3
Adam Brody,actor,,,,,2,2
Gabriel Byrne,actor,,,,,1,2
Melissa George,actor,,,,,1,2
Kendal Farr,actor,,,,,1,2
Fisherman's Friends,movie,2019,7.0,"Comedy, Drama, Music",PG-13,,3
Eliza Taylor,actor,,,,,1,2
Derek Jacobi,actor,,,,,1,2
Bruce Dern,actor,,,,,3,2
C. Thomas Howell,actor,,,,,1,2
Clark Gregg,actor,,,,,1,2
Maggie Cheung,actor,,,,,1,2
Harold Perrineau,actor,,,,,1,2
Walter Levine,actor,,,,,1,2
Santa Claus: The Movie,movie,1985,6.2,"Adventure, Family, Fantasy",PG,,3
America's Sweethearts,movie,2001,5.7,"Comedy, Romance",PG-13,,3
Nathan Parsons,actor,,,,,1,2
Elizabeth Reaser,actor,,,,,1,2
Something's Gotta Give,movie,2003,6.7,"Comedy, Drama, Romance",PG-13,,3
Christopher Guest,actor,,,,,1,2
Ronny Cox,actor,,,,,2,2
Colleen Dewhurst,actor,,,,,1,2
Lee Tergesen,actor,,,,,1,2
The World According to Garp,movie,1982,7.1,"Comedy, Drama",R,,3
Kevin Heffernan,actor,,,,,1,2
Wallace Wood,actor,,,,,1,2
John C. Reilly,actor,,,,,5,2
Claire Foy,actor,,,,,1,2
Demi Lovato,actor,,,,,1,2
Yoo Ji-tae,actor,,,,,1,2
Jack Thompson,actor,,,,,1,2
Natalie Portman,actor,,,,,4,2
Raging Bull,movie,1980,8.1,"Biography, Drama, Sport",R,,3
The Craft,movie,1996,6.4,"Drama, Fantasy, Horror",R,,3
The Last Legion,movie,2007,5.4,"Action, Adventure, History",PG-13,,3
Roberto Benigni,actor,,,,,1,2
Viktor Sukhorukov,actor,,,,,1,2
Jackie Brown,movie,1997,7.5,"Crime, Drama, Thriller",R,,3
Peta Wilson,actor,,,,,1,2
Reginald VelJohnson,actor,,,,,1,2
Yaphet Kotto,actor,,,,,1,2
Bruce Campbell,actor,,,,,1,2
Kangana Ranaut,actor,,,,,1,2
G.W. Bailey,actor,,,,,1,2
Moon,movie,2009,7.8,"Drama, Mystery, Sci-Fi",R,,3
Elisabeth Shue,actor,,,,,14,1
Kyra Sedgwick,actor,,,,,8,1
Charles Martin Smith,actor,,,,,2,2
Mary Beth Hurt,actor,,,,,1,2
My Son,movie,2021,6.0,"Crime, Drama, Mystery",R,,3
Starter for 10,movie,2006,6.7,"Comedy, Drama, Romance",PG-13,,3
Paul Quandt,actor,,,,,1,2
Ed Skrein,actor,,,,,2,2
Old Dogs,movie,2009,5.3,"Comedy, Family",PG,,3
Peyton List,actor,,,,,1,2
Lonette McKee,actor,,,,,1,2
Albert Brooks,actor,,,,,5,2
Eddie Murphy,actor,,,,,5,2
Craig Sheffer,actor,,,,,1,2
Pamela Reed,actor,,,,,1,2
Deadpool,movie,2016,8.0,"Action, Comedy",R,,3
The Artist,movie,2011,7.9,"Comedy, Drama, Romance",PG-13,,3
Lovelace,movie,2013,6.2,"Biography, Drama",R,,3
Buffalo '66,movie,1998,7.4,"Comedy, Drama, Romance",R,,3
Cooties,movie,2014,5.7,"Action, Comedy, Horror",R,,3
"Monsters, Inc.",movie,2001,8.1,"Animation, Adventure, Comedy",G,,3
Beau Daniels,actor,,,,,1,2
Sarah Miles,actor,,,,,1,2
Cylk Cozart,actor,,,,,1,2
SpaceCamp,movie,1986,5.7,"Adventure, Family, Sci-Fi",PG,,3
Kirsten Dunst,actor,,,,,7,2
R.I.P.D.,movie,2013,5.6,"Action, Adventure, Comedy",PG-13,,1
Jersey Girl,movie,2004,6.2,"Comedy, Drama, Romance",PG-13,,3
Encino Man,movie,1992,5.8,Comedy,PG,,3
John Malkovich,actor,,,,,5,2
Colors,movie,1988,6.7,"Action, Crime, Drama",R,,3
Joe Pesci,actor,,,,,7,2
Ian Nelson,actor,,,,,1,2
Frank,movie,2014,6.9,"Comedy, Drama, Music",R,,3
Love Hard,movie,2021,6.3,"Comedy, Romance",TV-MA,,3
Motherless Brooklyn,movie,2019,6.8,"Crime, Drama, Mystery",R,,3
Norman Kerry,actor,,,,,1,2
Modigliani,movie,2004,7.2,"Biography, Drama",R,,3
Big Business,movie,1988,6.4,Comedy,PG,,3
Katie Holmes,actor,,,,,1,2
Ned Beatty,actor,,,,,2,2
Amanda Detmer,actor,,,,,1,2
Kristin Scott Thomas,actor,,,,,4,2
Sonia Braga,actor,,,,,1,2
Dolph Lundgren,actor,,,,,1,2
White Squall,movie,1996,6.6,"Adventure, Drama",PG-13,,3
Kai Po Che,movie,2013,7.8,"Drama, Sport",Not Rated,,3
Gene Hackman,actor,,,,,7,2
Karen Allen,actor,,,,,1,2
Amber Tamblyn,actor,,,,,1,2
Bill Nighy,actor,,,,,4,2
Celia Weston,actor,,,,,1,2
Zero Effect,movie,1998,6.9,"Comedy, Crime, Drama",R,,3
Meryl Streep,actor,,,,,45,1
Alex Haydon,actor,,,,,1,2
Ashby,movie,2015,6.4,"Comedy, Crime, Drama",R,,3
Valmont,movie,1989,7.0,"Drama, Romance",R,,3
James Cromwell,actor,,,,,3,2
Lisa Banes,actor,,,,,1,2
Once Upon a Time in America,movie,1984,8.3,"Crime, Drama",R,,3
Yasiin Bey,actor,,,,,7,1
Vincent Gardenia,actor,,,,,1,2
Fearless,movie,1993,7.1,"Drama, Thriller",R,,3
Patrick Page,actor,,,,,1,2
Ayelet Zurer,actor,,,,,1,2
The Pelican Brief,movie,1993,6.6,"Crime, Drama, Mystery",PG-13,,3
Lake Placid,movie,1999,5.8,"Action, Comedy, Horror",R,,3
Mission: Impossible - Ghost Protocol,movie,2011,7.4,"Action, Adventure, Thriller",PG-13,,3
Fin Argus,actor,,,,,1,2
Dwight Frye,actor,,,,,1,2
Sam Riley,actor,,,,,1,2
Hoodlum,movie,1997,6.3,"Crime, Drama",R,,3
Pamela Britton,actor,,,,,1,2
Jean Reno,actor,,,,,5,2
John Terry,actor,,,,,1,2
Robert Loggia,actor,,,,,4,2
Black Rain,movie,1989,6.6,"Action, Crime, Drama",R,,3
We're the Millers,movie,2013,7.0,"Comedy, Crime",R,,3
Labor Day,movie,2013,6.9,"Drama, Romance, Thriller",PG-13,,3
Gemma Chan,actor,,,,,1,2
Nic Knight,actor,,,,,1,2
Samantha Mathis,actor,,,,,3,2
Fracture,movie,2007,7.2,"Crime, Drama, Thriller",R,,3
Big,movie,1988,7.3,"Comedy, Drama, Fantasy",PG,,3
Inherent Vice,movie,2014,6.6,"Comedy, Crime, Drama",R,,3
Julie & Julia,movie,2009,7.0,"Biography, Drama, Romance",PG-13,,3
A Single Shot,movie,2013,5.7,"Crime, Drama, Thriller",R,,3
Edmund Breon,actor,,,,,1,2
The Family,movie,2013,6.3,"Comedy, Crime, Thriller",R,,3
Michael Douglas,actor,,,,,9,2
Charles Bronson,actor,,,,,1,2
Diahnne Abbott,actor,,,,,1,2
Keith Carradine,actor,,,,,2,2
The Curious Case of Benjamin Button,movie,2008,7.8,"Drama, Fantasy, Romance",PG-13,,3
Impostor,movie,2001,6.1,"Drama, Mystery, Sci-Fi",PG-13,,3
Callum Keith Rennie,actor,,,,,1,2
David Bennent,actor,,,,,1,2
Arlene Dahl,actor,,,,,1,2
Robert Montgomery,actor,,,,,1,2
Queen of the Damned,movie,2002,5.2,"Drama, Fantasy, Horror",R,,3
The Hunger Games: Mockingjay - Part 1,movie,2014,6.6,"Action, Adventure, Sci-Fi",PG-13,,3
Matthew Lawrence,actor,,,,,1,2
Chris Cooper,actor,,,,,3,2
Meg Tilly,actor,,,,,2,2
The Day After Tomorrow,movie,2004,6.5,"Action, Adventure, Sci-Fi",PG-13,,3
Jesse Plemons,actor,,,,,1,2
Richard Widmark,actor,,,,,1,2
The Getaway,movie,1994,5.8,"Action, Adventure, Crime",R,,3
Don't Look Up,movie,2021,7.2,"Comedy, Drama, Sci-Fi",R,,3
Ann-Margret,actor,,,,,2,2
The Cotton Club,movie,1984,6.5,"Crime, Drama, Music",R,,3
Amanda Pays,actor,,,,,1,2
Michael Ealy,actor,,,,,3,2
Livio Badurina,actor,,,,,1,2
Ben Affleck,actor,,,,,7,2
Bud Luckey,actor,,,,,1,2
Omar Elba,actor,,,,,1,2
Peter Mullan,actor,,,,,4,2
I Still Believe,movie,2020,6.5,"Biography, Drama, Music",PG,,3
Stone,movie,2010,5.4,"Action, Drama, Mystery",R,,3
Kramer vs. Kramer,movie,1979,7.8,Drama,PG,,3
Ellen Burstyn,actor,,,,,1,2
Sushant Singh Rajput,actor,,,,,1,2
The Seventh Sign,movie,1988,5.8,"Drama, Fantasy, Horror",R,,3
Courtney Love,actor,,,,,2,1
Mireille Enos,actor,,,,,2,2
D2: The Mighty Ducks,movie,1994,6.1,"Comedy, Drama, Family",PG,,3
Denis Ménochet,actor,,,,,1,2
G.I. Jane,movie,1997,6.0,"Action, Drama, War",R,,3
Andrew Koji,actor,,,,,1,2
Jason Clarke,actor,,,,,2,2
Murder Mystery 2,movie,2023,5.7,"Action, Comedy, Crime",PG-13,,3
Kate Winslet,actor,,,,,3,2
Stay Alive,movie,2006,5.0,"Fantasy, Horror, Mystery",PG-13,,3
Hilary Swank,actor,,,,,2,2
Jay Hernandez,actor,,,,,1,2
Maria Bello,actor,,,,,4,2
Peter Gallagher,actor,,,,,1,2
Julia Roberts,actor,,,,,42,1
Jeff Bridges,actor,,,,,39,1
Riz Ahmed,actor,,,,,2,2
Tina Fey,actor,,,,,1,2
Kubo and the Two Strings,movie,2016,7.7,"Animation, Action, Adventure",PG,,3
Joe Manganiello,actor,,,,,1,2
Matthew Davis,actor,,,,,1,2
Tony Leung Chiu-wai,actor,,,,,1,2
You're Not You,movie,2014,7.3,Drama,R,,3
Brenton Thwaites,actor,,,,,1,2
Natasha Lyonne,actor,,,,,1,2
Isaiah Mustafa,actor,,,,,1,2
Art Evans,actor,,,,,1,2
Lou Diamond Phillips,actor,,,,,2,2
Bad Boys,movie,1995,6.8,"Action, Comedy, Crime",R,,3
Surf's Up,movie,2007,6.7,"Animation, Adventure, Comedy",PG,,3
Danny Huston,actor,,,,,2,2
Togo Igawa,actor,,,,,1,2
View from the Top,movie,2003,5.3,"Comedy, Romance",PG-13,,3
Kingsman: The Secret Service,movie,2014,7.7,"Action, Adventure, Comedy",R,,3
Maggie Smith,actor,,,,,1,2
Cop Land,movie,1997,7.0,"Crime, Drama, Thriller",R,,3
Peter Greene,actor,,,,,1,2
Brandon Stanley,actor,,,,,1,2
Brad Dourif,actor,,,,,2,2
Matthew Modine,actor,,,,,1,2
Casey Affleck,actor,,,,,2,2
Michael Rooker,actor,,,,,2,2
Rebecca Pidgeon,actor,,,,,1,2
Harris Dickinson,actor,,,,,1,2
Max von Sydow,actor,,,,,4,2
Michael Schoeffling,actor,,,,,1,2
Jessica Brown Findlay,actor,,,,,1,2
Daniella Kertesz,actor,,,,,1,2
Aaron Eckhart,actor,,,,,3,2
Benjamin Walker,actor,,,,,1,2
Peter Boyle,actor,,,,,1,2
Valentina Carnelutti,actor,,,,,1,2
A Bronx Tale,movie,1993,7.8,"Crime, Drama",R,,3
The Name of the Rose,movie,1986,7.7,"Drama, Mystery, Thriller",R,,3
Jami Gertz,actor,,,,,1,2
Wes Studi,actor,,,,,1,2
Killing Them Softly,movie,2012,6.2,"Crime, Drama, Thriller",R,,3
True Grit,movie,1969,7.4,"Adventure, Drama, Western",G,,3
Keanu Reeves,actor,,,,,8,2
"Monica, O My Darling",movie,2022,7.4,"Comedy, Crime, Drama",TV-MA,,3
Barbara Hershey,actor,,,,,1,2
Javon 'Wanna' Walton,actor,,,,,1,2
Peter Cushing,actor,,,,,1,2
Jim Broadbent,actor,,,,,4,2
Thanks for Sharing,movie,2012,6.4,"Comedy, Drama, Romance",R,,3
American Gangster,movie,2007,7.8,"Biography, Crime, Drama",R,,3
Risky Business,movie,1983,6.8,"Comedy, Crime, Drama",R,,3
One Flew Over the Cuckoo's Nest,movie,1975,8.7,Drama,R,,3
Richard Lewis,actor,,,,,1,2
Thomas Kretschmann,actor,,,,,2,2
Sinéad Cusack,actor,,,,,1,2
Domhnall Gleeson,actor,,,,,3,2
The Edge,movie,1997,6.9,"Action, Adventure, Drama",R,,3
Bobby,movie,2006,7.0,"Biography, Drama, History",R,,3
Sadie Sink,actor,,,,,1,2
Peter Fonda,actor,,,,,1,2
Nicholas Gleaves,actor,,,,,1,2
Stepmom,movie,1998,6.8,"Comedy, Drama",PG-13,,3
Miyavi,actor,,,,,1,2
Jacki Weaver,actor,,,,,2,2
Interview with the Vampire: The Vampire Chronicles,movie,1994,7.5,"Drama, Fantasy, Horror",R,,3
Hayley Atwell,actor,,,,,1,2
Edward Furlong,actor,,,,,1,2
Adam Garcia,actor,,,,,1,2
Mary Stuart Masterson,actor,,,,,3,2
Jay Thomas,actor,,,,,1,2
