id,category,year,rating,genre,certification,movies,degree
Pompeii,movie,2014,5.5,"Action, Adventure, Drama",PG-13,,3
Brie Larson,actor,,,,,1,2
Frank Whaley,actor,,,,,1,2
The Contender,movie,2000,6.9,"Drama, Thriller",R,,3
Demi Moore,actor,,,,,23,1
Katherine Heigl,actor,,,,,2,2
Téa Leoni,actor,,,,,2,2
Drag Me to Hell,movie,2009,6.6,Horror,PG-13,,3
Maya Rudolph,actor,,,,,2,2
Rebecca Ferguson,actor,,,,,4,2
Going in Style,movie,2017,6.6,"Comedy, Crime",PG-13,,3
Leo Dolan,actor,,,,,1,2
Larry Wilmore,actor,,,,,1,2
Seth MacFarlane,actor,,,,,2,2
Still Alice,movie,2014,7.5,Drama,PG-13,,3
Raghubir Yadav,actor,,,,,1,2
Sikandar Kher,actor,,,,,1,2
George C. Scott,actor,,,,,1,2
Tony Hale,actor,,,,,1,2
Dan Leis,actor,,,,,1,2
The Passenger,movie,1975,7.5,"Drama, Thriller",PG-13,,3
Randy Brooks,actor,,,,,1,2
The Bad Guys,movie,2022,6.8,"Animation, Adventure, Comedy",PG,,3
Donal McCann,actor,,,,,1,2
Kimberly Williams-Paisley,actor,,,,,1,2
Leslie Zemeckis,actor,,,,,1,2
Bruno Ganz,actor,,,,,1,2
Laura Linney,actor,,,,,2,2
George Segal,actor,,,,,2,2
Jeffrey Dean Morgan,actor,,,,,3,2
Keri Russell,actor,,,,,2,2
Matthias Schoenaerts,actor,,,,,3,2
Ethan Embry,actor,,,,,1,2
Han Hyo-joo,actor,,,,,1,2
Daniel Radcliffe,actor,,,,,1,2
Chris Coppola,actor,,,,,1,2
Richard Jaeckel,actor,,,,,1,2
Sienna Guillory,actor,,,,,1,2
Mission: Impossible - Fallout,movie,2018,7.7,"Action, Adventure, Thriller",PG-13,,3
Didier Flamand,actor,,,,,1,2
Hippolyte Girardot,actor,,,,,1,2
Michael Parks,actor,,,,,2,2
Mélanie Thierry,actor,,,,,1,2
The Mexican,movie,2001,6.1,"Adventure, Comedy, Drama",R,,3
Passengers,movie,2008,5.8,"Mystery, Romance, Thriller",PG-13,,3
Garrett Hedlund,actor,,,,,11,1
You Will Meet a Tall Dark Stranger,movie,2010,6.3,"Comedy, Drama, Romance",R,,3
Mission: Impossible II,movie,2000,6.1,"Action, Adventure, Thriller",PG-13,,3
Eyes Wide Shut,movie,1999,7.5,"Drama, Mystery, Thriller",R,,3
Freeway,movie,1996,6.8,"Crime, Drama, Thriller",R,,3
Michael Kenneth Williams,actor,,,,,1,2
Justice Smith,actor,,,,,1,2
Aunjanue Ellis-Taylor,actor,,,,,2,2
Natalie Dormer,actor,,,,,1,2
Seth Meyers,actor,,,,,1,2
John Hawkes,actor,,,,,2,2
9½ Weeks,movie,1986,5.9,"Drama, Romance",R,,3
A Soldier's Story,movie,1984,7.2,"Crime, Drama, Mystery",PG,,3
Aaron Yoo,actor,,,,,1,2
Paul Lazar,actor,,,,,1,2
The Colony,movie,2013,5.3,"Action, Horror, Sci-Fi",Not Rated,,3
Midnight Run,movie,1988,7.5,"Action, Comedy, Crime",R,,3
Easy Rider,movie,1969,7.3,"Adventure, Drama",R,,3
Gabrielle Union,actor,,,,,1,2
Thi Hai Yen Do,actor,,,,,1,2
I Know What You Did Last Summer,movie,1997,5.8,"Horror, Mystery",R,,3
Tyler Hoechlin,actor,,,,,1,2
Frederic Forrest,actor,,,,,1,2
The World Is Not Enough,movie,1999,6.4,"Action, Adventure, Thriller",PG-13,,3
Margaret Colin,actor,,,,,1,2
Paul Dano,actor,,,,,1,2
José Luis García-Pérez,actor,,,,,1,2
Missy Peregrym,actor,,,,,1,2
Jimmy Fallon,actor,,,,,1,2
Denzel Washington,actor,,,,,10,2
Joanne Dru,actor,,,,,1,2
Marlon Brando,actor,,,,,2,2
Cybill Shepherd,actor,,,,,2,2
John Hurt,actor,,,,,2,2
Lily Collins,actor,,,,,2,2
Kelly Lynch,actor,,,,,1,2
Hands of Stone,movie,2016,6.6,"Biography, Drama, Sport",R,,3
Johnny Simmons,actor,,,,,1,2
Terence Stamp,actor,,,,,2,2
James Franco,actor,,,,,1,2
Michael Winslow,actor,,,,,3,2
Anne Bancroft,actor,,,,,1,2
John Huston,actor,,,,,1,2
John Boles,actor,,,,,1,2
Ben Johnson,actor,,,,,2,2
Ken Magee,actor,,,,,1,2
Tom Wilkinson,actor,,,,,3,2
Valeriy Nikolaev,actor,,,,,1,2
K-PAX,movie,2001,7.4,"Drama, Mystery, Sci-Fi",PG-13,,3
Antonio Banderas,actor,,,,,4,2
Nelsan Ellis,actor,,,,,1,2
Legion,movie,2010,5.3,"Action, Fantasy, Horror",R,,3
Song to Song,movie,2017,5.6,"Drama, Music, Romance",R,,3
Barry Miller,actor,,,,,1,2
Rumble Fish,movie,1983,7.1,"Crime, Drama, Romance",R,,3
Frank Sinatra,actor,,,,,2,2
It's Complicated,movie,2009,6.5,"Comedy, Drama, Romance",R,,3
Bombshell,movie,2019,6.8,"Biography, Drama",R,,3
Lou Jacobi,actor,,,,,1,2
Danny DeVito,actor,,,,,6,2
Unbroken,movie,2014,7.2,"Action, Biography, Drama",PG-13,,3
Lola Kirke,actor,,,,,1,2
Adam Bryant,actor,,,,,1,2
Serena,movie,2014,5.4,"Drama, History, Romance",R,,3
Rob the Mob,movie,2014,6.3,"Biography, Crime, Drama",R,,3
Leonardo DiCaprio,actor,,,,,8,2
J.T. Walsh,actor,,,,,1,2
Kathy Larson,actor,,,,,1,2
Florence Clery,actor,,,,,1,2
Dolittle,movie,2020,5.6,"Adventure, Comedy, Family",PG,,3
Bob Roberts,movie,1992,7.0,"Comedy, Drama",R,,3
Diane Kruger,actor,,,,,3,2
Wall Street: Money Never Sleeps,movie,2010,6.2,Drama,PG-13,,3
Diego Luna,actor,,,,,9,1
Kayla Servi,actor,,,,,1,2
Emily Watson,actor,,,,,2,2
Ray McAnally,actor,,,,,1,2
Addison Timlin,actor,,,,,2,2
Florence Foster Jenkins,movie,2016,6.8,"Biography, Comedy, Drama",PG-13,,3
Owen Wilson,actor,,,,,9,2
Jack Black,actor,,,,,2,2
50 Cent,actor,,,,,1,2
Gillian Anderson,actor,,,,,1,2
Argo,movie,2012,7.7,"Biography, Drama, Thriller",R,,3
Valerie Mahaffey,actor,,,,,1,2
Blood Father,movie,2016,6.4,"Action, Crime, Drama",R,,3
Kal Penn,actor,,,,,1,2
Ted 2,movie,2015,6.3,Comedy,R,,3
She-Devil,movie,1989,5.7,Comedy,PG-13,,3
Max Irons,actor,,,,,1,2
Monster,movie,2003,7.3,"Biography, Crime, Drama",R,,3
Peter Sarsgaard,actor,,,,,7,2
Will Arnett,actor,,,,,2,2
Nicolas Cage,actor,,,,,13,2
Abbie Cornish,actor,,,,,2,2
Michael Gross,actor,,,,,1,1
Dragnet,movie,1987,6.0,"Comedy, Crime, Mystery",PG-13,,3
Lex Cassar,actor,,,,,1,2
Zack Duhame,actor,,,,,1,2
Joshua,movie,2007,5.8,"Drama, Horror, Thriller",R,,3
Who Framed Roger Rabbit,movie,1988,7.7,"Animation, Adventure, Comedy",PG,,3
Mary-Louise Parker,actor,,,,,7,1
Meg Foster,actor,,,,,1,2
Thomas Curtis,actor,,,,,1,2
Babel,movie,2006,7.5,Drama,R,,3
The Last Mimzy,movie,2007,6.2,"Action, Adventure, Drama",PG,,3
Eion Bailey,actor,,,,,1,2
Downton Abbey: A New Era,movie,2022,7.4,"Drama, Romance",PG,,3
Marley & Me,movie,2008,7.0,"Drama, Family",PG,,3
The Beast of War,movie,1988,7.3,"Adventure, Drama, War",R,,3
Dark City,movie,1998,7.6,"Fantasy, Mystery, Sci-Fi",R,,3
Cheol-min Park,actor,,,,,1,2
The Conspirator,movie,2010,6.9,"Crime, Drama, History",PG-13,,3
Ashton Sanders,actor,,,,,1,2
Old School,movie,2003,7.0,Comedy,R,,3
Hayley McFarland,actor,,,,,1,2
Dennis Haysbert,actor,,,,,1,2
Rhea Perlman,actor,,,,,2,2
Stir of Echoes,movie,1999,6.9,"Horror, Mystery, Thriller",R,,1
Daniel Stern,actor,,,,,13,1
Joshua Rudoy,actor,,,,,1,2
Sean Astin,actor,,,,,2,2
David Huddleston,actor,,,,,1,2
Danielle Panabaker,actor,,,,,1,2
The Quiet American,movie,2002,7.0,"Drama, Romance, Thriller",R,,3
Elizabeth Banks,actor,,,,,3,2
Milk,movie,2008,7.5,"Biography, Drama, History",R,,3
Harry and the Hendersons,movie,1987,6.1,"Comedy, Family, Fantasy",PG,,3
Otis Young,actor,,,,,1,2
Raquel Castro,actor,,,,,1,2
Celtic Pride,movie,1996,5.3,"Comedy, Sport",PG-13,,3
Henry Czerny,actor,,,,,1,2
Cedric The Entertainer,actor,,,,,1,2
Soleil McGhee,actor,,,,,1,2
Mike Epps,actor,,,,,1,2
Ioan Gruffudd,actor,,,,,1,2
Eva Longoria,actor,,,,,1,2
Aloha,movie,2015,5.4,"Comedy, Drama, Romance",PG-13,,3
Natasha Calis,actor,,,,,1,2
Jennifer Lawrence,actor,,,,,20,1
Art Parkinson,actor,,,,,1,2
Tom Hulce,actor,,,,,2,2
Footloose,movie,2011,5.8,"Comedy, Drama, Music",PG-13,,1
Susan Brown,actor,,,,,1,2
Christian Rub,actor,,,,,1,2
Panya Yimmumphai,actor,,,,,1,2
Morena Baccarin,actor,,,,,2,2
Chase Ellison,actor,,,,,1,2
Julianne Hough,actor,,,,,4,1
The Edge of Seventeen,movie,2016,7.3,"Comedy, Drama",R,,3
Joker,movie,2019,8.4,"Crime, Drama, Thriller",R,,3
Alex Lee,actor,,,,,1,2
Phone Booth,movie,2002,7.1,"Crime, Thriller",R,,3
Carla Gugino,actor,,,,,3,2
Vice,movie,2018,7.2,"Biography, Comedy, Drama",R,,3
Ian Hendry,actor,,,,,1,2
Julie Walters,actor,,,,,1,2
Caryn Peterson,actor,,,,,1,2
Rosemarie DeWitt,actor,,,,,1,2
Maria Conchita Alonso,actor,,,,,2,2
Joanna Pacula,actor,,,,,1,2
Shia LaBeouf,actor,,,,,6,2
Tom Davis,actor,,,,,1,2
George of the Jungle,movie,1997,5.5,"Action, Adventure, Comedy",PG,,3
Split,movie,2016,7.3,"Horror, Thriller",PG-13,,3
Janine Turner,actor,,,,,1,2
Fannie Flagg,actor,,,,,1,2
Broken Arrow,movie,1996,6.1,"Action, Adventure, Thriller",R,,3
Jerry Lewis,actor,,,,,1,2
Fathers & Daughters,movie,2015,7.0,Drama,R,,3
Andrew Francis,actor,,,,,1,2
Jimmi Simpson,actor,,,,,1,2
Ryan Bruce,actor,,,,,1,2
Kathy Bates,actor,,,,,2,2
Heather Locklear,actor,,,,,1,2
Mason Lee,actor,,,,,1,2
Chiwetel Ejiofor,actor,,,,,4,2
Kevin Pollak,actor,,,,,1,2
This Must Be the Place,movie,2011,6.7,"Adventure, Comedy, Drama",R,,3
Terms of Endearment,movie,1983,7.4,"Comedy, Drama",PG,,3
Campbell Scott,actor,,,,,2,2
Vertical Limit,movie,2000,5.9,"Action, Adventure, Drama",PG-13,,3
Pan,movie,2015,5.7,"Action, Adventure, Comedy",PG,,3
Pat Hingle,actor,,,,,1,2
Javier Bardem,actor,,,,,5,2
Dear John,movie,2010,6.3,"Drama, Romance, War",PG-13,,3
They Cloned Tyrone,movie,2023,6.6,"Comedy, Mystery, Sci-Fi",R,,3
Ayushmann Khurrana,actor,,,,,1,2
Ian Holm,actor,,,,,2,2
Lupita Nyong'o,actor,,,,,1,2
Elliot Page,actor,,,,,14,1
Matilda,movie,1996,7.0,"Comedy, Family, Fantasy",PG,,3
Tom Sturridge,actor,,,,,1,2
A Dog's Purpose,movie,2017,7.2,"Adventure, Comedy, Drama",PG,,3
Jennifer's Body,movie,2009,5.4,"Comedy, Horror",R,,3
Devin Brochu,actor,,,,,1,2
Paul Anderson,actor,,,,,1,2
Sleeping with the Enemy,movie,1991,6.3,"Drama, Thriller",R,,3
Mara Wilson,actor,,,,,1,2
William Baldwin,actor,,,,,4,1
Emma King,actor,,,,,1,2
Arthur Byron,actor,,,,,1,2
The Gunman,movie,2015,5.8,"Action, Adventure, Crime",R,,3
Aaron Paul,actor,,,,,1,2
Rob Maxey,actor,,,,,1,2
Maddie Baillio,actor,,,,,1,2
Levi Miller,actor,,,,,1,2
Matthew Rhys,actor,,,,,1,2
Ashish Chhipa,actor,,,,,1,2
Hayley Mills,actor,,,,,1,2
Flight of the Phoenix,movie,2004,6.1,"Action, Adventure, Drama",PG-13,,3
Mission to Mars,movie,2000,5.7,"Adventure, Sci-Fi, Thriller",PG,,3
Rachel Keller,actor,,,,,1,2
Dash Mihok,actor,,,,,1,2
Buzz Kilman,actor,,,,,1,2
Secret in Their Eyes,movie,2015,6.3,"Crime, Drama, Mystery",PG-13,,3
Josh Gad,actor,,,,,5,2
Joel Kinnaman,actor,,,,,2,2
Mad Dog and Glory,movie,1993,6.2,"Comedy, Crime, Drama",R,,3
Angel Heart,movie,1987,7.2,"Horror, Mystery, Thriller",X,,3
Michael,movie,1996,5.7,"Comedy, Drama, Fantasy",PG,,3
Cutthroat Island,movie,1995,5.7,"Action, Adventure, Comedy",PG-13,,3
Beyond the Sea,movie,2004,6.7,"Biography, Drama, Music",PG-13,,3
Supernova,movie,2020,6.9,"Drama, Romance",R,,3
Marcus Gilbert,actor,,,,,1,2
Nushrratt Bharuccha,actor,,,,,1,2
Peggy Lipton,actor,,,,,1,2
Roman Madyanov,actor,,,,,1,2
Zach Grenier,actor,,,,,1,2
Rachael Leigh Cook,actor,,,,,1,2
J. Todd Smith,actor,,,,,1,2
"O Brother, Where Art Thou?",movie,2000,7.7,"Adventure, Comedy, Crime",PG-13,,3
Billy Connolly,actor,,,,,1,2
Denise Crosby,actor,,,,,1,2
Danny Wolohan,actor,,,,,1,2
John Hannah,actor,,,,,2,2
Scoot McNairy,actor,,,,,1,2
Sophia Loren,actor,,,,,1,2
Patriots Day,movie,2016,7.3,"Action, Crime, Drama",R,,3
Mindy Kaling,actor,,,,,1,2
This Boy's Life,movie,1993,7.3,"Biography, Drama",R,,3
Radio Days,movie,1987,7.4,Comedy,PG,,3
Joseph Cross,actor,,,,,2,2
The Shadow,movie,1994,6.0,"Action, Adventure, Crime",PG-13,,3
James Brolin,actor,,,,,1,2
Elaine Hendrix,actor,,,,,1,2
Amy Ryan,actor,,,,,1,2
Dudley Moore,actor,,,,,1,2
Laurence Olivier,actor,,,,,1,2
Madeline Carroll,actor,,,,,1,2
John Turturro,actor,,,,,3,2
Ryan Gosling,actor,,,,,6,2
Nothing But Trouble,movie,1991,5.1,Comedy,PG-13,,3
The Strangers,movie,2008,6.1,"Horror, Mystery, Thriller",R,,3
Irma P. Hall,actor,,,,,1,2
Donald Crisp,actor,,,,,1,2
Zac Efron,actor,,,,,1,2
Chi McBride,actor,,,,,3,2
Jack,movie,1996,5.8,"Comedy, Drama, Fantasy",PG-13,,3
Married to the Mob,movie,1988,6.2,"Comedy, Crime, Romance",R,,3
"Yours, Mine & Ours",movie,2005,5.5,"Comedy, Family, Romance",PG,,3
Near Dark,movie,1987,6.9,Horror,R,,3
Dustin Hoffman,actor,,,,,6,2
Orlando Bloom,actor,,,,,2,2
Andy Romano,actor,,,,,1,2
The Thin Red Line,movie,1998,7.6,"Drama, History, War",R,,3
Dale Reeves,actor,,,,,1,2
Eric Dane,actor,,,,,1,2
Air,movie,2015,5.1,"Drama, Sci-Fi, Thriller",PG-13,,3
Colin Blumenau,actor,,,,,1,1
Mark Addy,actor,,,,,1,2
Jessica Lange,actor,,,,,4,2
John Derek,actor,,,,,1,2
War Machine,movie,2017,6.0,"Comedy, Drama, War",TV-MA,,3
A Christmas Carol,movie,2009,6.8,"Animation, Adventure, Comedy",PG,,3
The Snowman,movie,2017,5.1,"Crime, Drama, Mystery",R,,3
Seabiscuit,movie,2003,7.3,"Drama, History, Sport",PG-13,,3
Kelly LeBrock,actor,,,,,1,2
Olivia Colman,actor,,,,,1,2
Jacob's Ladder,movie,1990,7.4,"Drama, Horror, Mystery",R,,3
Shrek,movie,2001,7.9,"Animation, Adventure, Comedy",PG,,3
Benny Hill,actor,,,,,1,2
Britt Robertson,actor,,,,,2,2
Horsemen,movie,2009,5.5,"Crime, Mystery, Thriller",R,,3
Sanya Malhotra,actor,,,,,1,2
Brian Cox,actor,,,,,1,2
Hannibal,movie,2001,6.8,"Crime, Drama, Thriller",R,,3
I Am Sam,movie,2001,7.6,Drama,PG-13,,3
Kenneth Branagh,actor,,,,,4,2
Ayesha Takia,actor,,,,,1,2
Valeria Bruni Tedeschi,actor,,,,,1,2
Ross Malinger,actor,,,,,1,2
Lambert Wilson,actor,,,,,1,2
Meet Joe Black,movie,1998,7.2,"Drama, Fantasy, Romance",PG-13,,3
Amy Seimetz,actor,,,,,1,2
Heat,movie,1995,8.3,"Action, Crime, Drama",R,,3
The Informers,movie,2008,4.9,"Crime, Drama, Thriller",R,,3
Practical Magic,movie,1998,6.3,"Comedy, Drama, Fantasy",PG-13,,3
A River Runs Through It,movie,1992,7.2,Drama,PG,,3
Prometheus,movie,2012,7.0,"Adventure, Mystery, Sci-Fi",R,,3
Christopher Plummer,actor,,,,,4,2
Kristen Bell,actor,,,,,1,2
Isabela Merced,actor,,,,,2,2
Terry Crews,actor,,,,,1,2
Carice van Houten,actor,,,,,1,2
Veronika Decides to Die,movie,2009,6.3,"Drama, Romance",R,,3
Jenna Elfman,actor,,,,,1,2
Seventh Son,movie,2014,5.5,"Action, Adventure, Fantasy",PG-13,,3
Andrew Barth Feldman,actor,,,,,1,2
Matthew Edison,actor,,,,,1,2
Kim Byeong-Ok,actor,,,,,1,2
Margot Kidder,actor,,,,,1,2
Helen Thomson,actor,,,,,1,2
Kevin Bacon,actor,,,,,29,0
Girl Most Likely,movie,2012,5.7,Comedy,PG-13,,3
Go,movie,1999,7.2,"Comedy, Crime",R,,3
American Dreamz,movie,2006,5.5,"Comedy, Music",PG-13,,3
Vanilla Sky,movie,2001,6.9,"Fantasy, Mystery, Romance",R,,3
Silver Linings Playbook,movie,2012,7.7,"Comedy, Drama, Romance",R,,3
Meat Loaf,actor,,,,,1,2
The Adventures of Buckaroo Banzai Across the 8th Dimension,movie,1984,6.2,"Adventure, Comedy, Sci-Fi",PG,,3
Blake Jenner,actor,,,,,1,2
The Long Riders,movie,1980,6.9,"Biography, Crime, Drama",R,,3
Craig Robinson,actor,,,,,1,2
Ready to Wear,movie,1994,5.2,"Comedy, Drama",R,,3
Tom Berenger,actor,,,,,2,2
Brenda Blethyn,actor,,,,,2,2
Miles Teller,actor,,,,,3,2
Bel Powley,actor,,,,,1,2
Ryan Reynolds,actor,,,,,41,1
Paper Man,movie,2009,6.5,"Comedy, Drama",R,,3
Doomsday,movie,2008,5.9,"Action, Sci-Fi, Thriller",R,,3
Nadine Velazquez,actor,,,,,1,2
Ray Romano,actor,,,,,1,2
Stree,movie,2018,7.5,"Comedy, Horror",Not Rated,,3
The Godfather Part II,movie,1974,9.0,"Crime, Drama",R,,3
Bridge of Spies,movie,2015,7.6,"Drama, History, Thriller",PG-13,,3
Vinod Khanna,actor,,,,,1,2
James Corden,actor,,,,,1,2
Michael Mantell,actor,,,,,1,2
Logan Lerman,actor,,,,,2,2
Tony Jay,actor,,,,,1,2
Samuel L. Jackson,actor,,,,,10,2
Jason Bonham,actor,,,,,1,2
Mark Rylance,actor,,,,,1,2
Charles Cioffi,actor,,,,,1,2
Ryan Phillippe,actor,,,,,4,2
Empire of Light,movie,2022,6.6,"Drama, Romance",R,,3
Penelope Ann Miller,actor,,,,,2,2
Omri Katz,actor,,,,,1,2
The Money Pit,movie,1986,6.4,Comedy,PG,,3
Evangeline Lilly,actor,,,,,1,2
Peter Ustinov,actor,,,,,1,2
Jena Malone,actor,,,,,2,2
Justina Machado,actor,,,,,1,2
KiKi Layne,actor,,,,,1,2
Ethan Hawke,actor,,,,,2,2
Always,movie,1989,6.4,"Drama, Fantasy, Romance",PG,,3
Murder in the First,movie,1995,7.3,"Drama, Thriller",R,,1
Chevy Chase,actor,,,,,1,2
Chinatown,movie,1974,8.2,"Drama, Mystery, Thriller",R,,3
Kristen Stewart,actor,,,,,4,2
Twin Peaks: The Missing Pieces,movie,2014,7.6,"Drama, Horror, Mystery",,,3
Carlos Amezcua,actor,,,,,1,2
Valentine,movie,2001,4.9,"Horror, Mystery, Thriller",R,,3
Broderick Crawford,actor,,,,,1,2
Eddie,movie,1996,5.2,"Comedy, Sport",PG-13,,3
Cloud Atlas,movie,2012,7.4,"Drama, Mystery, Sci-Fi",R,,3
Tom Everett Scott,actor,,,,,2,2
Dawn Didawick,actor,,,,,1,2
Arnold Vosloo,actor,,,,,2,2
Tommy Lee Jones,actor,,,,,9,2
Alien: Covenant,movie,2017,6.4,"Horror, Sci-Fi, Thriller",R,,3
16 Blocks,movie,2006,6.6,"Action, Drama, Thriller",PG-13,,3
Ava Gardner,actor,,,,,1,2
A Beautiful Day in the Neighborhood,movie,2019,7.2,"Biography, Drama",PG,,3
Charlotte Sullivan,actor,,,,,1,2
Groundhog Day,movie,1993,8.0,"Comedy, Drama, Fantasy",PG,,3
Starman,movie,1984,7.0,"Romance, Sci-Fi",PG,,3
Madalyn Horcher,actor,,,,,1,2
Chris Pine,actor,,,,,3,2
Michelle Monaghan,actor,,,,,3,2
Avery Tiiu Essex,actor,,,,,1,1
Taika Waititi,actor,,,,,1,2
Viola Davis,actor,,,,,5,2
Bruce Cabot,actor,,,,,2,2
First Reformed,movie,2017,7.1,"Drama, Mystery, Thriller",R,,3
John Travolta,actor,,,,,7,2
Maggie Gyllenhaal,actor,,,,,4,2
"You, Me and Dupree",movie,2006,5.6,"Comedy, Romance",PG-13,,3
Micheal Ward,actor,,,,,1,2
Mysterious Skin,movie,2004,7.6,Drama,Unrated,,3
John Mahoney,actor,,,,,2,2
Gérard Depardieu,actor,,,,,2,2
Vladimir Vdovichenkov,actor,,,,,1,2
Five Easy Pieces,movie,1970,7.4,Drama,R,,3
Sarah Bolger,actor,,,,,3,2
Penelope,movie,2006,6.7,"Comedy, Fantasy, Romance",PG,,3
Very Bad Things,movie,1998,6.3,"Comedy, Crime, Thriller",R,,3
Hunter Killer,movie,2018,6.6,"Action, Thriller",R,,3
John Wayne,actor,,,,,2,2
Ben Hardy,actor,,,,,1,2
Spirited,movie,2022,6.6,"Comedy, Family, Musical",PG-13,,3
She's Having a Baby,movie,1988,5.9,"Comedy, Drama, Romance",PG-13,,1
Adam Hann-Byrd,actor,,,,,1,2
John Slattery,actor,,,,,1,2
Lori Martin,actor,,,,,1,2
Daniel Sunjata,actor,,,,,1,2
Paul Rudd,actor,,,,,3,2
John Cleese,actor,,,,,2,2
Maria Schneider,actor,,,,,1,2
Mad Max: Fury Road,movie,2015,8.1,"Action, Adventure, Sci-Fi",R,,3
The Polar Express,movie,2004,6.6,"Animation, Adventure, Comedy",G,,3
Obba Babatundé,actor,,,,,1,2
Carlo Cecchi,actor,,,,,1,2
Sela Ward,actor,,,,,1,2
Caroline Goodall,actor,,,,,2,2
Jon Bernthal,actor,,,,,1,2
Barkhad Abdirahman,actor,,,,,1,2
Haruka Abe,actor,,,,,1,2
Daniel Baldwin,actor,,,,,1,2
Anthony Rapp,actor,,,,,1,2
Edgar Ramírez,actor,,,,,3,2
Rachel True,actor,,,,,1,2
The Laundromat,movie,2019,6.3,"Comedy, Crime, Drama",R,,3
Philadelphia,movie,1993,7.7,Drama,PG-13,,3
Notting Hill,movie,1999,7.2,"Comedy, Drama, Romance",PG-13,,3
Channing Tatum,actor,,,,,4,2
Ron Perlman,actor,,,,,2,2
Ally Sheedy,actor,,,,,1,2
Never Back Down,movie,2008,6.5,"Action, Drama, Sport",PG-13,,3
Bryce Gheisar,actor,,,,,1,2
Robert Patrick,actor,,,,,1,2
Bruce Davison,actor,,,,,1,2
In & Out,movie,1997,6.4,"Comedy, Romance",PG-13,,3
Conspiracy Theory,movie,1997,6.7,"Action, Drama, Mystery",R,,3
Annette Bening,actor,,,,,4,2
The Human Stain,movie,2003,6.2,"Drama, Romance, Thriller",R,,3
Gringo,movie,2018,6.1,"Action, Comedy, Crime",R,,3
The Iron Giant,movie,1999,8.1,"Animation, Action, Adventure",PG,,3
Things We Lost in the Fire,movie,2007,7.1,Drama,R,,3
Timothy Hutton,actor,,,,,4,2
Rizz Abbasi,actor,,,,,1,2
The Legend of Billie Jean,movie,1985,6.6,"Action, Drama",PG-13,,3
Robert Wuhl,actor,,,,,1,2
Alan King,actor,,,,,1,2
Tim McGraw,actor,,,,,1,2
Casino,movie,1995,8.2,"Crime, Drama",R,,3
Olivia Wilde,actor,,,,,6,2
Don Taylor,actor,,,,,1,2
The Grudge 2,movie,2006,5.0,"Horror, Thriller",PG-13,,3
Marvin's Room,movie,1996,6.7,Drama,PG-13,,3
Extremely Loud & Incredibly Close,movie,2011,6.9,"Adventure, Drama, Mystery",PG-13,,3
Patricia Clarkson,actor,,,,,5,2
Chadwick Boseman,actor,,,,,1,2
Chris Bauer,actor,,,,,1,2
Jackie Earle Haley,actor,,,,,1,2
Sofia Boutella,actor,,,,,1,2
Jack Reynor,actor,,,,,1,2
The Emperor's New Groove,movie,2000,7.4,"Animation, Adventure, Comedy",G,,3
Jason Marsden,actor,,,,,1,2
Tim Curry,actor,,,,,2,2
Reign Over Me,movie,2007,7.4,Drama,R,,3
Miriam Shor,actor,,,,,1,2
Leighton Meester,actor,,,,,1,2
Myles Truitt,actor,,,,,1,2
The Big Easy,movie,1986,6.5,"Comedy, Crime, Drama",R,,3
Vacancy,movie,2007,6.2,"Horror, Thriller",R,,3
Taraji P. Henson,actor,,,,,2,2
Michelle Yeoh,actor,,,,,1,2
Chris Evans,actor,,,,,1,2
Tim Roth,actor,,,,,5,2
Dennis Franz,actor,,,,,1,2
Abigail Breslin,actor,,,,,2,2
Raymond Massey,actor,,,,,1,2
Secretariat,movie,2010,7.2,"Biography, Drama, Family",PG,,3
Hayden Christensen,actor,,,,,1,2
Roland Møller,actor,,,,,1,2
Jennifer 8,movie,1992,6.3,"Crime, Drama, Mystery",R,,3
Angie Harmon,actor,,,,,1,2
Adam Scott,actor,,,,,1,2
Jeffrey Ho,actor,,,,,1,2
Jeremy Renner,actor,,,,,3,2
Bubba Smith,actor,,,,,4,2
Sonya Davison,actor,,,,,1,2
John Savage,actor,,,,,2,2
Hero,movie,1992,6.5,"Comedy, Drama, Romance",PG-13,,3
The Mummy: Tomb of the Dragon Emperor,movie,2008,5.2,"Action, Adventure, Fantasy",PG-13,,3
Darkest Hour,movie,2017,7.4,"Biography, Drama, War",PG-13,,3
Inglourious Basterds,movie,2009,8.3,"Adventure, Drama, War",R,,3
Drowning Mona,movie,2000,5.7,"Comedy, Crime, Mystery",PG-13,,3
About Last Night,movie,2014,6.0,"Comedy, Romance",R,,3
Glen Campbell,actor,,,,,1,2
The Sentinel,movie,2006,6.1,"Action, Crime, Thriller",PG-13,,3
Being Flynn,movie,2012,6.4,Drama,R,,3
Richard Jewell,movie,2019,7.5,"Biography, Crime, Drama",R,,3
Taron Egerton,actor,,,,,3,2
Blythe Danner,actor,,,,,2,2
Olivia d'Abo,actor,,,,,1,2
Christopher Curry,actor,,,,,1,2
Dean Martin,actor,,,,,1,2
Jane Alexander,actor,,,,,1,2
War of the Worlds,movie,2005,6.5,"Action, Adventure, Sci-Fi",PG-13,,3
Colin Firth,actor,,,,,30,1
The Possession,movie,2012,5.9,"Horror, Mystery, Thriller",PG-13,,3
Valentine's Day,movie,2010,5.7,"Comedy, Romance",PG-13,,3
Mississippi Grind,movie,2015,6.4,"Comedy, Drama",R,,3
Captive State,movie,2019,6.0,"Action, Horror, Sci-Fi",PG-13,,3
Ben Foster,actor,,,,,3,2
